32,0.000000,0.000977,0.000977,0.000977,0.000000,0.000977,0.000977,0.000000,0.000000,0.000977,0.000000,0.000977,0.000000,0.000977,0.000000,0.000977,0.000000,0.000977,0.000977,0.000000
64,0.000977,0.001953,0.000977,0.002930,0.000977,0.002930,0.001953,0.001953,0.000977,0.002197,0.000977,0.002197,0.001221,0.001953,0.000977,0.002930,0.000977,0.002930,0.000977,0.002930
128,0.005127,0.010010,0.005127,0.010010,0.003906,0.010986,0.003906,0.010010,0.003906,0.010986,0.003906,0.010010,0.004150,0.010010,0.003906,0.010986,0.003906,0.010010,0.003906,0.010986
256,0.011963,0.033936,0.012207,0.033936,0.011963,0.033936,0.011963,0.033936,0.011963,0.033936,0.011963,0.040039,0.012207,0.031982,0.013184,0.031006,0.011963,0.031006,0.012939,0.031006
512,0.052979,0.173828,0.051025,0.186035,0.034912,0.114014,0.053955,0.164062,0.035889,0.119141,0.034912,0.157959,0.036865,0.119141,0.056885,0.178955,0.052002,0.185791,0.035889,0.120117
1024,0.181152,0.626953,0.211914,0.671143,0.135986,0.601074,0.137939,0.602051,0.175781,0.611084,0.136963,0.614014,0.135010,0.633057,0.134033,0.594971,0.163086,0.599854,0.138184,0.609863
2048,1.326172,8.779785,1.147949,8.065186,1.057129,8.281982,1.121094,8.923828,1.162842,9.010986,1.242920,8.506104,1.218994,9.052979,1.147949,8.416992,1.134033,8.572021,1.133057,8.711914
4096,3.781982,51.402100,4.014160,50.949951,3.932129,52.295898,4.249023,52.401855,4.060059,52.743896,3.658936,52.125977,3.705078,52.611084,3.693115,52.148926,3.835938,51.743164,3.700928,52.866943
8192,13.885986,343.870117,14.595947,334.836914,14.545898,339.418945,15.292969,339.338867,14.263916,337.476074,14.218994,337.838135,14.119141,338.827881,13.983887,333.343018,14.250000,336.626953,14.500977,341.498047
